LIMIT_BAL,AGE,code_repayment_sept,code_repayment_aug,code_repayment_july,code_repayment_june,code_repayment_may,code_repayment_april,Dues,Previous_payments,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
80000.0,55,0,0,0,0,0,0,321441.0,29051.0,0,1,0,0,1,0,1,0,0
80000.0,48,0,-1,0,0,0,0,32604.0,8952.0,0,1,0,0,1,0,1,0,0
310000.0,29,0,-1,0,-1,-1,-1,52896.0,50686.0,0,1,1,0,0,0,0,1,0
300000.0,27,-2,-2,-2,-2,-2,-2,47638.0,53840.0,0,1,1,0,0,0,0,1,0
240000.0,28,1,-1,-1,-1,-1,-1,28068.0,28068.0,0,1,1,0,0,0,0,1,0
20000.0,30,0,0,0,0,0,0,108269.0,4306.0,1,0,0,1,0,0,0,1,0
170000.0,48,2,-1,-1,0,-1,-1,2362.0,1730.0,1,0,0,0,1,0,1,0,0
60000.0,36,-1,-1,-1,-1,-1,-1,20490.0,21411.0,0,1,0,1,0,0,1,0,0
50000.0,45,-1,-1,-2,-2,-2,-2,1189.0,300.0,1,0,0,0,1,0,1,0,0
50000.0,41,0,0,0,0,0,0,264561.0,11700.0,1,0,0,1,0,0,0,1,0
50000.0,24,0,0,2,0,0,0,104505.0,5287.0,1,0,0,0,1,0,1,0,0
230000.0,35,0,0,-1,-1,-1,0,70729.0,25944.0,1,0,0,1,0,0,1,0,0
50000.0,29,3,2,2,4,4,4,2400.0,0.0,1,0,0,1,0,0,1,0,0
20000.0,32,0,0,2,0,0,0,118504.0,5820.0,1,0,0,1,0,0,1,0,0
80000.0,29,0,0,0,0,0,0,230752.0,17196.0,0,1,0,1,0,0,1,0,0
220000.0,26,-1,-1,-1,-1,-1,-1,16731.0,17927.0,0,1,0,1,0,0,0,1,0
60000.0,23,0,0,0,0,0,0,284844.0,15220.0,0,1,0,0,1,0,0,1,0
30000.0,44,-2,-2,-2,-2,-2,-2,2180.0,0.0,1,0,0,0,1,0,1,0,0
400000.0,40,0,-1,-1,-1,-1,-1,226419.0,230504.0,0,1,0,0,1,0,1,0,0
80000.0,43,0,0,0,0,0,0,336121.0,11543.0,0,1,0,0,1,0,0,1,0
440000.0,28,1,2,2,0,0,0,1146664.0,35854.0,0,1,0,1,0,0,0,1,0
120000.0,45,1,-1,0,0,0,0,544878.0,133310.0,1,0,1,0,0,0,1,0,0
130000.0,39,0,0,0,0,-2,-2,40589.0,2500.0,1,0,0,1,0,0,1,0,0
210000.0,34,0,0,0,0,0,0,111567.0,12000.0,0,1,0,1,0,0,1,0,0
350000.0,33,-1,-1,-1,-1,0,-1,108452.0,209271.0,0,1,1,0,0,0,0,1,0
160000.0,30,-1,-1,-1,-1,-1,-2,9786.0,6925.0,1,0,0,1,0,0,0,1,0
50000.0,24,0,0,0,0,0,-2,77930.0,4040.0,0,1,0,0,1,0,1,0,0
230000.0,32,1,-2,-2,-1,-1,-1,11305.0,12755.0,0,1,0,1,0,0,0,1,0
110000.0,29,0,0,0,0,0,0,217363.0,14010.0,0,1,1,0,0,0,0,1,0
30000.0,43,-1,-1,-1,-1,-2,-1,29340.0,25068.0,0,1,0,1,0,0,1,0,0
20000.0,40,1,3,2,0,0,0,57554.0,4200.0,1,0,0,0,1,0,0,1,0
30000.0,23,0,0,2,0,0,0,151579.0,16028.0,0,1,0,1,0,0,0,1,0
260000.0,31,0,0,0,0,0,0,710622.0,32150.0,0,1,1,0,0,0,0,1,0
50000.0,23,2,2,0,0,0,0,213747.0,4195.0,1,0,0,1,0,0,0,1,0
240000.0,37,-1,-1,-1,0,0,0,73424.0,71299.0,1,0,0,1,0,0,1,0,0
30000.0,28,2,2,2,2,0,0,46892.0,4661.0,1,0,1,0,0,0,0,1,0
80000.0,25,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,0,1,0,0,0,1,0
500000.0,45,-1,-1,-1,-1,0,-1,40201.0,36844.0,1,0,1,0,0,0,1,0,0
100000.0,42,0,0,0,0,0,-2,298709.0,28662.0,0,1,1,0,0,0,0,1,0
160000.0,29,0,0,0,2,0,0,28102.0,6343.0,0,1,0,1,0,0,1,0,0
200000.0,45,-2,-2,-2,-2,-2,-2,12695.0,12776.0,0,1,0,0,1,0,0,1,0
150000.0,41,-1,2,-1,-1,-1,-1,7920.0,4950.0,1,0,1,0,0,0,0,1,0
80000.0,23,0,0,0,0,0,-1,40273.0,23748.0,0,1,0,1,0,0,0,1,0
70000.0,62,2,0,0,0,0,0,305900.0,11475.0,0,1,0,1,0,0,1,0,0
50000.0,26,0,0,0,0,0,-1,114791.0,24969.0,1,0,0,0,1,0,0,1,0
20000.0,49,0,0,0,0,0,0,69290.0,4417.0,0,1,0,0,1,0,1,0,0
20000.0,45,-2,-2,-2,-2,-2,-2,3211.0,1560.0,1,0,0,1,0,0,1,0,0
550000.0,47,0,0,0,0,0,-2,230325.0,35000.0,1,0,0,1,0,0,1,0,0
200000.0,53,-1,0,-1,0,0,-1,9258.0,6067.0,0,1,0,0,1,0,0,1,0
80000.0,26,0,0,-1,0,0,-1,158798.0,47007.0,0,1,0,1,0,0,0,1,0
200000.0,41,-1,-1,-1,-1,-1,-1,39583.0,38238.0,0,1,1,0,0,0,1,0,0
100000.0,31,0,0,0,0,0,0,407339.0,21000.0,1,0,1,0,0,0,1,0,0
150000.0,28,0,0,0,0,2,2,315501.0,14100.0,0,1,0,1,0,0,0,1,0
160000.0,30,0,0,0,0,-2,-2,828563.0,17733.0,1,0,0,0,1,0,0,1,0
20000.0,24,1,2,0,0,2,2,117174.0,4767.0,0,1,0,1,0,0,1,0,0
20000.0,32,3,2,2,7,7,7,14400.0,0.0,0,1,0,1,0,0,1,0,0
30000.0,22,-1,0,-1,-1,-1,-1,20477.0,19426.0,0,1,0,1,0,0,0,1,0
150000.0,37,-1,-1,-1,0,0,-1,10575.0,5591.0,0,1,1,0,0,0,1,0,0
30000.0,45,0,-1,-1,0,0,-2,5340.0,1170.0,1,0,0,1,0,0,0,0,1
20000.0,24,-1,-1,-1,-1,-1,-1,28531.0,29087.0,1,0,1,0,0,0,0,1,0
70000.0,30,0,0,0,0,0,0,34797.0,4980.0,0,1,0,1,0,0,0,1,0
20000.0,26,0,0,0,0,0,0,96617.0,4730.0,0,1,0,1,0,0,0,1,0
360000.0,28,-1,-1,-1,-1,0,0,200138.0,122220.0,0,1,1,0,0,0,0,1,0
180000.0,44,-1,-1,-1,-1,2,-1,26459.0,24081.0,0,1,0,1,0,0,0,1,0
30000.0,42,0,0,0,0,0,0,199327.0,9164.0,0,1,0,1,0,0,1,0,0
80000.0,34,0,0,0,2,2,2,172717.0,8838.0,0,1,0,1,0,0,0,1,0
260000.0,28,0,0,0,0,0,0,1122241.0,42124.0,1,0,0,1,0,0,1,0,0
200000.0,30,-2,-2,-2,-2,-2,-2,12369.0,13619.0,0,1,1,0,0,0,0,1,0
130000.0,27,-1,-1,-1,-1,0,-1,6103.0,5354.0,1,0,1,0,0,0,0,1,0
190000.0,55,-1,-1,-1,-1,-1,-1,14996.0,14996.0,1,0,1,0,0,0,1,0,0
150000.0,35,0,0,0,0,0,0,188010.0,26175.0,0,1,1,0,0,0,1,0,0
50000.0,27,0,0,0,0,0,0,95919.0,25086.0,1,0,0,1,0,0,1,0,0
130000.0,37,2,2,2,2,0,0,515505.0,18400.0,0,1,0,1,0,0,0,1,0
50000.0,24,0,0,0,2,0,0,182927.0,10400.0,0,1,1,0,0,0,0,1,0
140000.0,23,-2,-2,-2,-2,-2,-2,224756.0,10695.0,0,1,0,0,1,0,0,1,0
50000.0,25,0,0,0,-2,-2,-2,96676.0,5000.0,1,0,1,0,0,0,0,1,0
140000.0,24,-1,-1,-1,-1,-1,-1,4176.0,4176.0,0,1,0,1,0,0,1,0,0
230000.0,28,-2,-2,-2,-2,-2,-2,7431.0,7796.0,1,0,0,1,0,0,0,1,0
140000.0,31,3,3,2,2,2,2,777852.0,30700.0,0,1,0,1,0,0,0,1,0
180000.0,29,0,0,0,0,0,2,684985.0,24100.0,1,0,1,0,0,0,0,1,0
260000.0,34,-2,-2,-2,-2,-2,-2,9219.0,3982.0,0,1,1,0,0,0,0,1,0
200000.0,34,-1,-1,-1,-1,-1,-2,10262.0,6625.0,1,0,1,0,0,0,1,0,0
30000.0,28,1,-1,-1,-2,-2,-2,780.0,780.0,1,0,0,1,0,0,0,1,0
260000.0,33,-2,-2,-2,-2,-2,-2,15750.0,15979.0,0,1,1,0,0,0,0,1,0
150000.0,39,2,2,0,0,0,2,716997.0,22393.0,1,0,0,1,0,0,1,0,0
320000.0,27,-1,0,0,0,-1,0,153421.0,57355.0,0,1,1,0,0,0,0,1,0
90000.0,26,0,0,0,0,0,0,184291.0,95000.0,0,1,0,0,1,0,0,1,0
170000.0,27,0,0,0,0,0,0,206260.0,29394.0,0,1,0,1,0,0,0,1,0
430000.0,33,0,0,0,0,0,0,1644588.0,243206.0,0,1,1,0,0,0,0,1,0
100000.0,26,-1,-1,-2,-2,-2,-2,25908.0,0.0,0,1,1,0,0,0,0,1,0
110000.0,32,0,0,0,0,0,2,444141.0,13698.0,1,0,0,1,0,0,1,0,0
170000.0,41,0,0,0,0,0,0,593571.0,24500.0,0,1,1,0,0,0,1,0,0
30000.0,30,0,0,0,0,-1,0,138800.0,35914.0,1,0,0,1,0,0,0,1,0
170000.0,24,0,0,0,0,0,0,299649.0,32000.0,0,1,0,1,0,0,0,1,0
120000.0,49,0,-1,-1,-1,-1,-1,139144.0,20794.0,1,0,0,0,1,0,1,0,0
30000.0,38,2,0,0,0,0,0,381140.0,68460.0,1,0,1,0,0,0,0,1,0
90000.0,39,0,0,0,0,0,0,229657.0,8128.0,0,1,0,1,0,0,0,1,0
130000.0,26,0,0,2,2,2,0,769359.0,33600.0,0,1,0,0,1,0,1,0,0
50000.0,26,2,0,0,0,0,0,252682.0,11536.0,1,0,0,0,1,0,0,1,0
400000.0,44,-1,-1,-1,-1,-1,-1,145331.0,141048.0,0,1,0,1,0,0,0,1,0
210000.0,33,-1,-1,-1,-1,-1,-1,1896.0,1896.0,1,0,1,0,0,0,0,1,0
50000.0,41,0,0,0,0,0,0,182877.0,13604.0,1,0,0,1,0,0,1,0,0
280000.0,39,-1,-1,-1,-2,-2,-1,32870.0,166549.0,1,0,1,0,0,0,1,0,0
420000.0,25,1,2,0,0,0,0,367178.0,31108.0,0,1,0,0,1,0,0,1,0
200000.0,33,0,0,0,0,0,0,1162808.0,36500.0,0,1,0,1,0,0,0,1,0
60000.0,28,2,2,2,0,0,0,357249.0,34800.0,1,0,0,1,0,0,0,1,0
300000.0,30,-2,-2,-2,-2,-2,-2,3844.0,3009.0,1,0,1,0,0,0,0,1,0
80000.0,29,-1,0,0,0,0,0,288272.0,11665.0,1,0,0,1,0,0,0,1,0
320000.0,37,-2,-2,-2,-2,-2,-2,31600.0,20799.0,0,1,1,0,0,0,1,0,0
190000.0,47,-1,-1,-1,-1,-1,-1,45394.0,45785.0,0,1,1,0,0,0,0,1,0
80000.0,53,0,0,0,-2,-2,-2,12466.0,1000.0,1,0,0,1,0,0,1,0,0
120000.0,27,0,0,0,0,0,2,179613.0,16500.0,0,1,0,1,0,0,0,1,0
130000.0,36,0,0,0,0,0,0,586328.0,33003.0,0,1,0,1,0,0,0,1,0
140000.0,48,0,0,0,0,0,0,1512640.0,58200.0,0,1,0,1,0,0,1,0,0
30000.0,43,0,0,0,0,0,0,150062.0,5923.0,0,1,1,0,0,0,0,1,0
360000.0,32,-1,-1,-1,0,0,0,16970.0,10268.0,1,0,1,0,0,0,1,0,0
500000.0,41,-1,-1,-1,-1,-1,-1,8622.0,6280.0,0,1,1,0,0,0,0,1,0
210000.0,38,0,0,0,0,0,0,489410.0,23700.0,0,1,0,1,0,0,0,1,0
90000.0,35,0,0,0,0,0,0,402188.0,15540.0,1,0,0,1,0,0,1,0,0
570000.0,30,0,0,0,-1,0,-1,1053170.0,251113.0,0,1,1,0,0,0,0,1,0
40000.0,27,-1,0,0,-1,-1,0,262269.0,118505.0,0,1,1,0,0,0,0,1,0
10000.0,22,2,0,0,-1,-1,-2,28336.0,3041.0,1,0,0,1,0,0,0,1,0
200000.0,25,-1,-1,-2,-1,-1,-1,199158.0,106780.0,0,1,1,0,0,0,0,1,0
180000.0,28,0,0,0,0,0,0,258973.0,12002.0,0,1,0,1,0,0,1,0,0
80000.0,42,0,0,2,0,0,0,116117.0,21548.0,1,0,0,0,1,0,0,1,0
370000.0,37,-2,-2,-2,-2,-2,-2,52114.0,39736.0,1,0,1,0,0,0,0,1,0
90000.0,43,0,0,0,0,2,2,425736.0,40204.0,0,1,1,0,0,0,1,0,0
360000.0,29,-1,0,0,0,0,-1,81962.0,39030.0,0,1,1,0,0,0,0,1,0
110000.0,55,0,0,0,0,0,0,102571.0,6900.0,0,1,0,1,0,0,1,0,0
200000.0,33,0,0,0,0,0,0,433961.0,24993.0,1,0,0,1,0,0,1,0,0
50000.0,28,0,0,0,2,0,0,69643.0,7400.0,1,0,0,1,0,0,0,1,0
300000.0,43,0,0,0,0,0,0,879296.0,31120.0,1,0,0,0,1,0,0,1,0
300000.0,38,-2,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,0,0,0,1,0,0
90000.0,47,0,0,0,0,0,0,172206.0,12000.0,0,1,0,1,0,0,1,0,0
80000.0,35,0,0,0,0,0,0,402660.0,16523.0,1,0,0,1,0,0,0,1,0
30000.0,54,1,-2,-2,-2,-1,0,41182.0,25147.0,0,1,0,1,0,0,0,0,1
80000.0,29,0,0,-1,-1,-1,0,193822.0,42950.0,1,0,0,1,0,0,1,0,0
50000.0,23,1,2,2,2,0,0,99487.0,13500.0,1,0,0,1,0,0,0,1,0
50000.0,31,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,0,1,0,0,0,1,0
80000.0,26,0,0,0,0,0,0,428196.0,14608.0,1,0,1,0,0,0,0,1,0
80000.0,25,0,0,0,0,0,0,516777.0,39593.0,0,1,0,1,0,0,0,1,0
120000.0,26,-1,-1,-1,-1,-1,-1,22164.0,20270.0,0,1,0,1,0,0,0,1,0
240000.0,35,-2,-2,-2,-2,-2,-2,3228.0,20353.0,0,1,1,0,0,0,0,1,0
360000.0,32,0,0,0,0,0,0,532523.0,121418.0,1,0,0,0,1,0,1,0,0
20000.0,42,-1,-1,-1,-1,-1,-1,33821.0,25764.0,0,1,0,0,1,0,1,0,0
70000.0,25,1,2,2,2,2,2,334664.0,12135.0,0,1,1,0,0,0,0,1,0
60000.0,35,1,2,0,-1,-1,0,296402.0,66221.0,1,0,0,1,0,0,0,1,0
190000.0,31,-1,-1,-1,-2,-2,-2,1655.0,35607.0,0,1,0,0,1,0,0,1,0
290000.0,53,0,0,0,0,0,0,1635456.0,64300.0,1,0,0,0,1,0,1,0,0
300000.0,31,0,0,0,0,0,0,845982.0,227644.0,0,1,0,0,1,0,0,1,0
160000.0,32,0,0,0,0,0,0,933544.0,35100.0,0,1,0,1,0,0,0,1,0
180000.0,35,0,0,0,0,0,0,663172.0,27200.0,0,1,1,0,0,0,1,0,0
200000.0,41,-1,-1,-1,-1,-1,-1,3480.0,3599.0,1,0,1,0,0,0,1,0,0
250000.0,35,-2,-2,-2,-2,-2,-2,1590.0,268.0,0,1,1,0,0,0,0,1,0
400000.0,42,-1,2,-1,-1,-1,-1,123904.0,124484.0,0,1,1,0,0,0,1,0,0
30000.0,23,1,2,0,0,0,2,168156.0,8234.0,0,1,0,0,1,0,1,0,0
150000.0,49,0,0,0,0,0,0,124646.0,16712.0,1,0,0,0,1,0,1,0,0
80000.0,41,0,0,0,2,0,0,304916.0,11852.0,0,1,0,1,0,0,1,0,0
50000.0,47,0,0,0,0,0,0,251795.0,12182.0,0,1,0,1,0,0,1,0,0
80000.0,46,0,0,0,0,0,0,258394.0,10403.0,0,1,0,0,1,0,1,0,0
240000.0,65,0,0,0,-1,-1,-1,177857.0,174557.0,1,0,1,0,0,0,0,0,1
500000.0,43,-1,-1,2,-1,-1,0,346142.0,245003.0,1,0,1,0,0,0,1,0,0
30000.0,27,2,2,2,2,2,2,84631.0,3800.0,0,1,0,0,1,0,0,1,0
210000.0,44,0,0,0,0,0,0,463385.0,18900.0,0,1,0,1,0,0,1,0,0
140000.0,31,-1,-1,-1,-1,-1,-2,6107.0,1207.0,1,0,1,0,0,0,0,1,0
150000.0,27,-1,-1,0,0,-2,-2,11611.0,7147.0,1,0,0,0,0,1,0,0,1
260000.0,34,0,0,0,0,0,0,698977.0,23430.0,1,0,0,1,0,0,1,0,0
310000.0,36,-1,-1,-1,-1,-1,-1,54143.0,55110.0,1,0,1,0,0,0,1,0,0
280000.0,57,-1,-1,-1,2,2,3,23397.0,10579.0,0,1,1,0,0,0,1,0,0
20000.0,45,0,0,0,0,0,0,116308.0,8972.0,1,0,0,1,0,0,0,1,0
230000.0,29,-1,-1,-1,-1,0,-1,22411.0,26066.0,0,1,1,0,0,0,0,1,0
30000.0,32,3,2,2,2,0,0,176359.0,4296.0,1,0,0,1,0,0,0,1,0
30000.0,49,0,0,0,0,0,0,174753.0,20842.0,1,0,0,0,0,1,0,1,0
20000.0,56,-1,2,-1,-1,0,-1,7517.0,5492.0,0,1,0,0,1,0,0,0,1
100000.0,29,-1,-1,-1,0,0,0,264295.0,93395.0,0,1,1,0,0,0,0,1,0
50000.0,34,0,0,0,0,0,0,72158.0,23407.0,1,0,0,0,1,0,1,0,0
200000.0,29,0,0,0,0,0,0,198009.0,32295.0,1,0,1,0,0,0,0,1,0
60000.0,57,0,0,0,0,0,0,144567.0,12476.0,0,1,0,1,0,0,1,0,0
20000.0,28,0,0,0,0,0,0,116920.0,8981.0,1,0,0,1,0,0,1,0,0
100000.0,49,-2,-2,-2,-2,-2,-2,4953.0,3692.0,0,1,0,1,0,0,1,0,0
30000.0,56,2,0,0,0,0,0,170793.0,7475.0,1,0,1,0,0,0,0,1,0
10000.0,42,1,2,0,-1,0,0,46524.0,14001.0,1,0,0,0,1,0,1,0,0
220000.0,49,-2,-2,-2,-2,-2,-2,5028.0,5028.0,0,1,1,0,0,0,1,0,0
160000.0,35,1,-2,-2,-2,-2,-2,0.0,1404.0,0,1,1,0,0,0,1,0,0
320000.0,30,-2,-2,-2,-2,-2,-2,11332.0,21416.0,0,1,1,0,0,0,0,1,0
90000.0,25,0,0,0,0,0,0,378423.0,16000.0,1,0,0,1,0,0,0,1,0
180000.0,42,2,0,0,0,0,0,175495.0,8008.0,1,0,0,1,0,0,1,0,0
150000.0,26,0,0,0,0,0,0,435635.0,23819.0,0,1,0,1,0,0,0,1,0
50000.0,28,-2,-2,-2,-2,-2,-2,-2000.0,2000.0,0,1,1,0,0,0,0,1,0
200000.0,40,0,0,0,0,0,0,431712.0,19700.0,1,0,1,0,0,0,0,1,0
110000.0,46,0,0,0,0,0,0,235326.0,10000.0,0,1,0,0,1,0,0,1,0
50000.0,47,0,0,0,0,0,0,114660.0,9000.0,1,0,0,1,0,0,0,1,0
80000.0,35,0,0,0,0,0,0,207283.0,9471.0,0,1,0,0,1,0,1,0,0
200000.0,31,0,0,2,2,0,0,462099.0,18228.0,0,1,1,0,0,0,1,0,0
210000.0,33,1,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,0,1,0
210000.0,30,0,0,0,0,0,0,359492.0,48326.0,1,0,0,1,0,0,0,1,0
80000.0,24,1,2,0,0,0,0,32714.0,13032.0,0,1,1,0,0,0,0,1,0
60000.0,28,0,0,0,0,0,0,167171.0,12400.0,0,1,1,0,0,0,0,1,0
60000.0,26,0,0,0,0,0,0,224515.0,8661.0,0,1,0,1,0,0,0,1,0
180000.0,34,-1,0,-1,-1,-1,-1,48679.0,19067.0,1,0,1,0,0,0,0,1,0
190000.0,26,0,0,2,0,0,0,746552.0,46820.0,0,1,0,1,0,0,0,1,0
150000.0,33,0,0,0,0,0,0,819828.0,32030.0,1,0,1,0,0,0,1,0,0
10000.0,23,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,0,0,0,0,1,0
100000.0,29,-1,-1,-1,-2,-2,-2,3300.0,6432.0,1,0,0,1,0,0,1,0,0
100000.0,27,0,0,2,0,0,2,250213.0,11371.0,0,1,1,0,0,0,1,0,0
450000.0,39,0,0,0,-1,-1,0,153489.0,73864.0,1,0,0,0,1,0,1,0,0
240000.0,36,0,0,2,2,0,0,1398375.0,64607.0,1,0,0,1,0,0,1,0,0
30000.0,23,2,0,0,0,0,0,166450.0,11000.0,0,1,1,0,0,0,0,1,0
160000.0,41,-1,2,2,0,0,0,173563.0,8900.0,0,1,0,0,1,0,0,1,0
220000.0,39,1,-2,-2,-2,-2,-2,0.0,0.0,1,0,1,0,0,0,1,0,0
220000.0,47,2,4,3,2,2,2,1212160.0,23004.0,1,0,0,1,0,0,1,0,0
20000.0,31,0,0,0,0,0,0,118529.0,6208.0,1,0,1,0,0,0,0,1,0
120000.0,45,0,0,0,2,-1,-1,75574.0,27039.0,1,0,0,1,0,0,1,0,0
70000.0,36,0,0,0,2,0,0,185906.0,8204.0,0,1,0,0,1,0,1,0,0
160000.0,40,-1,-1,-1,-1,-1,-1,32540.0,31879.0,0,1,1,0,0,0,1,0,0
90000.0,39,-1,2,-1,-1,0,0,6917.0,2124.0,0,1,0,1,0,0,0,1,0
240000.0,26,-1,2,-1,-1,0,-1,13699.0,9232.0,0,1,1,0,0,0,0,1,0
110000.0,26,0,0,0,0,0,0,478632.0,14817.0,0,1,1,0,0,0,0,1,0
60000.0,49,0,0,0,0,0,0,270693.0,10943.0,0,1,0,1,0,0,1,0,0
200000.0,26,-1,-1,-2,-2,-2,-2,-706.0,0.0,1,0,1,0,0,0,0,1,0
130000.0,33,0,0,0,0,0,0,496353.0,14482.0,0,1,0,0,1,0,1,0,0
360000.0,35,1,-2,-2,-2,-2,-1,1392.0,14276.0,0,1,1,0,0,0,0,1,0
10000.0,48,0,0,0,0,0,0,33785.0,2358.0,0,1,0,0,1,0,1,0,0
50000.0,24,1,3,3,2,2,0,310563.0,8005.0,1,0,0,1,0,0,0,1,0
70000.0,30,2,2,2,2,2,2,346682.0,14600.0,0,1,0,0,1,0,1,0,0
110000.0,28,0,0,0,0,0,0,103208.0,5367.0,0,1,0,1,0,0,1,0,0
290000.0,26,0,0,0,0,0,0,405707.0,56122.0,0,1,0,1,0,0,0,1,0
100000.0,27,0,0,0,0,0,0,477762.0,17693.0,1,0,0,1,0,0,0,1,0
100000.0,24,0,-1,-1,-1,-1,-1,37163.0,24042.0,0,1,0,1,0,0,0,1,0
30000.0,45,0,0,0,0,0,0,135165.0,11597.0,0,1,0,0,0,1,1,0,0
230000.0,42,-2,-2,-2,-2,-2,-2,2580.0,2580.0,0,1,0,1,0,0,1,0,0
30000.0,22,2,2,0,0,0,0,155853.0,5910.0,0,1,1,0,0,0,1,0,0
20000.0,42,2,0,0,0,2,2,115056.0,6536.0,0,1,0,0,1,0,1,0,0
200000.0,54,0,0,0,0,0,0,975215.0,39000.0,1,0,0,1,0,0,1,0,0
90000.0,24,-1,-1,-1,-1,-1,-2,19548.0,19045.0,0,1,0,0,1,0,0,1,0
60000.0,44,-1,-1,-2,-2,-2,-2,2802.0,0.0,0,1,0,0,1,0,0,1,0
280000.0,38,2,2,2,0,0,0,1003378.0,28924.0,1,0,0,1,0,0,0,1,0
20000.0,24,0,0,0,2,0,0,113845.0,8000.0,0,1,0,1,0,0,0,1,0
80000.0,32,1,-2,-1,-1,-1,-1,11211.0,11211.0,0,1,1,0,0,0,1,0,0
190000.0,35,0,0,0,0,0,0,408360.0,19183.0,0,1,0,1,0,0,0,1,0
20000.0,24,0,0,0,0,0,0,72987.0,6000.0,1,0,0,1,0,0,1,0,0
80000.0,24,0,0,0,-1,-1,0,234654.0,86126.0,0,1,1,0,0,0,0,1,0
20000.0,34,-2,-2,-2,-2,-2,-2,0.0,0.0,0,1,0,0,1,0,0,1,0
60000.0,27,0,0,0,0,0,0,250964.0,9431.0,1,0,0,1,0,0,0,1,0
140000.0,27,2,2,2,0,0,2,199230.0,10000.0,1,0,0,1,0,0,0,1,0
360000.0,36,2,0,0,-2,-2,-2,304427.0,7000.0,0,1,0,0,1,0,1,0,0
100000.0,35,0,0,0,0,0,0,498272.0,26100.0,0,1,0,0,1,0,1,0,0
80000.0,46,2,0,0,0,0,2,481079.0,29518.0,0,1,0,0,1,0,1,0,0
140000.0,29,1,2,0,0,0,0,709280.0,20034.0,0,1,1,0,0,0,0,1,0
200000.0,30,0,0,0,0,0,0,513679.0,20825.0,1,0,0,0,1,0,0,1,0
190000.0,26,-1,-1,-1,-1,-1,-1,62554.0,129968.0,0,1,0,1,0,0,0,1,0
50000.0,51,0,0,0,0,0,0,155961.0,12939.0,0,1,0,0,1,0,0,1,0
230000.0,30,-1,-1,0,0,0,0,89096.0,55761.0,0,1,1,0,0,0,1,0,0
150000.0,38,-2,-2,-2,-2,-2,-2,8141.0,53318.0,0,1,0,1,0,0,1,0,0
80000.0,25,0,0,0,0,0,0,249425.0,16000.0,0,1,1,0,0,0,0,1,0
50000.0,31,0,0,0,0,0,0,83951.0,16327.0,1,0,0,1,0,0,0,1,0
380000.0,43,-1,-1,-1,-1,-1,-1,52685.0,35908.0,0,1,1,0,0,0,1,0,0
120000.0,30,2,2,2,0,0,2,649118.0,19920.0,1,0,0,0,1,0,1,0,0
320000.0,27,0,0,2,0,0,0,1093186.0,45100.0,0,1,0,1,0,0,0,1,0
260000.0,37,-1,-1,-1,-1,-1,-2,936.0,1150.0,1,0,0,1,0,0,0,1,0
10000.0,31,0,0,0,0,0,0,60815.0,5457.0,0,1,0,1,0,0,0,1,0
360000.0,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0,1,1,0,0,0,1,0,0
60000.0,47,0,0,0,0,0,0,321696.0,13970.0,0,1,0,1,0,0,1,0,0
30000.0,58,-1,-1,-1,-1,-1,-1,22770.0,21178.0,1,0,0,1,0,0,1,0,0
130000.0,42,2,2,2,2,2,2,747171.0,30200.0,0,1,0,1,0,0,0,1,0
50000.0,40,1,1,-1,-1,0,0,130328.0,44104.0,1,0,0,1,0,0,0,1,0
120000.0,28,0,0,0,0,0,0,564303.0,28557.0,1,0,0,1,0,0,0,1,0
20000.0,47,-1,-1,-1,-2,-2,-2,1170.0,780.0,1,0,0,1,0,0,1,0,0
20000.0,46,1,2,0,0,0,0,118064.0,6258.0,1,0,0,0,1,0,1,0,0
170000.0,47,0,0,0,0,0,0,223530.0,10500.0,0,1,0,1,0,0,0,1,0
500000.0,31,0,0,0,0,0,-2,25611.0,174105.0,1,0,0,1,0,0,1,0,0
120000.0,25,2,2,2,2,2,2,703798.0,21679.0,0,1,0,1,0,0,0,1,0
30000.0,26,2,2,2,2,2,2,180319.0,8583.0,0,1,0,1,0,0,1,0,0
60000.0,35,2,0,0,2,2,2,239711.0,9800.0,0,1,0,1,0,0,1,0,0
260000.0,30,-1,-1,-1,-1,-1,-1,2394.0,2394.0,1,0,1,0,0,0,0,1,0
100000.0,27,-2,-2,-2,-2,-2,-2,102721.0,69555.0,1,0,0,1,0,0,0,1,0
550000.0,37,0,0,0,0,0,0,1388034.0,164982.0,1,0,0,0,0,1,1,0,0
100000.0,37,1,2,-1,-1,-2,-2,8976.0,6517.0,0,1,0,1,0,0,0,1,0
100000.0,31,0,0,2,2,-1,-1,115921.0,7000.0,1,0,1,0,0,0,0,1,0
370000.0,38,0,0,0,0,0,0,398805.0,77503.0,0,1,0,1,0,0,0,1,0
80000.0,33,0,0,0,0,0,0,226100.0,32794.0,0,1,1,0,0,0,0,1,0
500000.0,48,-2,-2,-2,-2,-2,-2,10776.0,10173.0,1,0,0,1,0,0,1,0,0
